# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# H1 = the champion's OWN ranking objective regrouped from CELL to (asset, DAY), labels = within-day certificate grades.  The rule that wins compares within DAY while the champion is trained within CELL — mismatched by exactly one level of the hierarchy.
# H2 = S_XGB_DAYZ, the folded score standardised causally against the DAY'S OWN PAST arrivals (expanding mean/sd, warmup 10).  TAUZ is the absolute-threshold level rule that a z-score makes possible without any training-block reference.
# ORACLE_DAYRANK is the HINDSIGHT ceiling probe: the true within-day certificate rank.  It separates 'the rule needs the day-RANK' from 'the rule needs the dollar LEVEL'.
# H1_DAYRANK is fitted HERE and therefore predicted over tr | ev, so it carries TRAINING-BLOCK COVERAGE and can run the LEVEL families that the deployed column structurally cannot.
# NOT_RUN rows are policies that could not execute because an input was absent.  They are never $0.00, and they are excluded from both the selection and the search-adjusted null.
mode	era	score_column	family	policy	status	usd_per_session_ALL	sd_usd	ci_lo	ci_hi	n_trades_total	n_firing_sessions	n_era_sessions	top5_trade_share_of_pnl	shuffled_null	causal_oracle	capture_of_causal_oracle	not_run_reason
inner	E4	S_XGB_DAYZ	SECTIME	SECTIME_0.15	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB_DAYZ	SECTIME	SECTIME_0.25	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB_DAYZ	SECTIME	SECTIME_0.4	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB_DAYZ	SECTIME	SECTIME_0.6	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB_DAYZ	TAUZ	TAUZ_0.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB_DAYZ	TAUZ	TAUZ_1	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB_DAYZ	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB_DAYZ	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB_DAYZ	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	303		0.0	2133.0	0.0	
inner	E4	S_XGB_DAYZ	TAU_LEVEL	TAU_0.5	NOT_RUN							303			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (440718 rows), so tau cannot be set.  This is the defect that hid 
inner	E4	S_XGB_DAYZ	TAU_LEVEL	TAU_0.7	NOT_RUN							303			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (440718 rows), so tau cannot be set.  This is the defect that hid 
inner	E4	S_XGB_DAYZ	TAU_LEVEL	TAU_0.8	NOT_RUN							303			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (440718 rows), so tau cannot be set.  This is the defect that hid 
inner	E4	S_XGB_DAYZ	TAU_LEVEL	TAU_0.9	NOT_RUN							303			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (440718 rows), so tau cannot be set.  This is the defect that hid 
inner	E4	S_XGB_DAYZ	TAU_LEVEL	TAU_0.95	NOT_RUN							303			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (440718 rows), so tau cannot be set.  This is the defect that hid 
inner	E4	S_XGB_DAYZ	TAU_LEVEL	TAU_0.975	NOT_RUN							303			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (440718 rows), so tau cannot be set.  This is the defect that hid 
inner	E4	S_XGB_DAYZ	TAU_LEVEL	TAU_0.99	NOT_RUN							303			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (440718 rows), so tau cannot be set.  This is the defect that hid 
inner	E5	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.8	ran	27.01	41.37	-73.33	127.35	728.0	379.0	379	0.088	-49.7	2021.0	0.0134	
inner	E5	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.9	ran	5.76	34.7	-91.03	102.54	701.2	379.0	379	0.086	-58.29	2021.0	0.0028	
inner	E5	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.95	ran	30.4	42.6	-66.77	127.57	690.6	378.2	379	0.084	-30.2	2021.0	0.015	
inner	E5	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.99	ran	23.6	35.82	-75.78	122.99	669.0	376.8	379	0.086	-16.37	2021.0	0.0117	
inner	E5	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.5	ran	8.66	21.6	-92.58	109.89	755.2	379.0	379	0.092	-53.56	2021.0	0.0043	
inner	E5	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.7	ran	57.94	44.33	-44.15	160.03	742.4	379.0	379	0.086	-52.14	2021.0	0.0287	
inner	E5	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.9	ran	27.94	59.78	-74.94	130.82	670.2	378.6	379	0.098	-36.31	2021.0	0.0138	
inner	E5	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_0.5	ran	39.46	10.32	-46.78	125.69	296.4	269.6	379	0.164	-29.68	2021.0	0.0195	
inner	E5	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_1	ran	36.74	25.39	-44.38	117.87	370.6	319.6	379	0.145	-39.72	2021.0	0.0182	
inner	E5	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_2	ran	68.6	41.44	-21.5	158.7	380.8	325.2	379	0.129	-109.68	2021.0	0.0339	
inner	E5	H1_DAYRANK	SECTIME	SECTIME_0.05	ran	7.99	20.12	-89.0	104.99	662.8	375.8	379	0.078	-65.99	2021.0	0.004	
inner	E5	H1_DAYRANK	SECTIME	SECTIME_0.1	ran	32.7	15.87	-66.33	131.72	623.4	373.0	379	0.086	-66.07	2021.0	0.0162	
inner	E5	H1_DAYRANK	SECTIME	SECTIME_0.15	ran	47.82	22.4	-42.48	138.12	569.6	365.8	379	0.088	-39.32	2021.0	0.0237	
inner	E5	H1_DAYRANK	SECTIME	SECTIME_0.25	ran	61.23	15.31	-14.41	136.86	440.0	322.6	379	0.095	-32.08	2021.0	0.0303	
inner	E5	H1_DAYRANK	SECTIME	SECTIME_0.4	ran	17.7	7.68	-25.37	60.76	217.8	184.4	379	0.146	-38.65	2021.0	0.0088	
inner	E5	H1_DAYRANK	SECTIME	SECTIME_0.6	ran	-1.81	3.59	-20.22	16.59	72.0	68.6	379	0.449	-16.5	2021.0	-0.0009	
inner	E5	H1_DAYRANK	TAUZ	TAUZ_0.5	ran	58.26	7.78	-37.74	154.25	275.0	244.8	379	0.135	-48.36	2021.0	0.0288	
inner	E5	H1_DAYRANK	TAUZ	TAUZ_1	ran	54.86	17.41	-6.54	116.25	102.4	98.6	379	0.273	-59.0	2021.0	0.0271	
inner	E5	H1_DAYRANK	TAUZ	TAUZ_1.5	ran	-2.36	7.81	-27.19	22.47	19.2	18.6	379	0.86	3.05	2021.0	-0.0012	
inner	E5	H1_DAYRANK	TAUZ	TAUZ_2	ran	-4.77	2.93	-12.45	2.91	3.8	3.8	379	-1.664	-1.92	2021.0	-0.0024	
inner	E5	H1_DAYRANK	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		-1.88	2021.0	0.0	
inner	E5	H1_DAYRANK	TAU_LEVEL	TAU_0.5	ran	-40.72	11.51	-142.86	61.43	712.2	379.0	379	0.103	-44.71	2021.0	-0.0201	
inner	E5	H1_DAYRANK	TAU_LEVEL	TAU_0.7	ran	25.4	24.49	-79.84	130.63	650.4	378.8	379	0.1	-73.55	2021.0	0.0126	
inner	E5	H1_DAYRANK	TAU_LEVEL	TAU_0.8	ran	87.71	32.06	-18.64	194.05	588.6	377.2	379	0.089	-53.81	2021.0	0.0434	
inner	E5	H1_DAYRANK	TAU_LEVEL	TAU_0.9	ran	51.81	17.9	-48.06	151.69	406.2	326.6	379	0.109	-41.28	2021.0	0.0256	
inner	E5	H1_DAYRANK	TAU_LEVEL	TAU_0.95	ran	55.77	10.32	-39.44	150.98	246.8	220.6	379	0.144	-36.62	2021.0	0.0276	
inner	E5	H1_DAYRANK	TAU_LEVEL	TAU_0.975	ran	84.41	20.6	5.38	163.45	152.0	141.2	379	0.196	-65.43	2021.0	0.0418	
inner	E5	H1_DAYRANK	TAU_LEVEL	TAU_0.99	ran	29.4	15.5	-20.05	78.85	69.6	67.8	379	0.401	-44.77	2021.0	0.0145	
inner	E5	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.8	ran	1405.64	0.0	1281.89	1529.39	1025.0	379.0	379	0.041	-36.05	2021.0	0.6955	
inner	E5	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.9	ran	1388.13	0.0	1273.84	1502.42	956.0	378.0	379	0.039	-86.9	2021.0	0.6869	
inner	E5	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.95	ran	1352.5	0.0	1238.72	1466.29	914.0	375.0	379	0.04	-44.21	2021.0	0.6692	
inner	E5	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.99	ran	1330.08	0.0	1225.19	1434.97	870.0	374.0	379	0.041	-65.99	2021.0	0.6581	
inner	E5	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.5	ran	1585.58	0.0	1448.63	1722.54	1048.0	379.0	379	0.041	-6.5	2021.0	0.7846	
inner	E5	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.7	ran	1874.96	0.0	1745.1	2004.83	1044.0	379.0	379	0.036	-36.0	2021.0	0.9277	
inner	E5	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.9	ran	1790.67	0.0	1661.96	1919.39	817.0	374.0	379	0.038	-46.64	2021.0	0.886	
inner	E5	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_0.5	ran	1501.25	0.0	1398.15	1604.35	524.0	379.0	379	0.047	-45.94	2021.0	0.7428	
inner	E5	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_1	ran	1414.47	0.0	1308.47	1520.48	523.0	379.0	379	0.048	6.51	2021.0	0.6999	
inner	E5	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_2	ran	1541.08	0.0	1427.33	1654.83	556.0	379.0	379	0.044	-37.14	2021.0	0.7625	
inner	E5	ORACLE_DAYRANK	SECTIME	SECTIME_0.05	ran	1308.45	0.0	1188.36	1428.55	873.0	378.0	379	0.042	-111.35	2021.0	0.6474	
inner	E5	ORACLE_DAYRANK	SECTIME	SECTIME_0.1	ran	1322.63	0.0	1206.11	1439.16	797.0	373.0	379	0.04	-71.42	2021.0	0.6544	
inner	E5	ORACLE_DAYRANK	SECTIME	SECTIME_0.15	ran	1219.76	0.0	1102.96	1336.57	712.0	364.0	379	0.045	-156.44	2021.0	0.6035	
inner	E5	ORACLE_DAYRANK	SECTIME	SECTIME_0.25	ran	948.46	0.0	854.98	1041.94	543.0	331.0	379	0.052	-55.58	2021.0	0.4693	
inner	E5	ORACLE_DAYRANK	SECTIME	SECTIME_0.4	ran	375.59	0.0	316.28	434.9	259.0	208.0	379	0.065	-29.25	2021.0	0.1858	
inner	E5	ORACLE_DAYRANK	SECTIME	SECTIME_0.6	ran	132.1	0.0	94.66	169.54	92.0	88.0	379	0.157	-35.27	2021.0	0.0654	
inner	E5	ORACLE_DAYRANK	TAUZ	TAUZ_0.5	ran	1825.65	0.0	1695.82	1955.48	1102.0	379.0	379	0.037	-64.22	2021.0	0.9033	
inner	E5	ORACLE_DAYRANK	TAUZ	TAUZ_1	ran	1436.26	0.0	1337.93	1534.59	365.0	365.0	379	0.05	56.42	2021.0	0.7107	
inner	E5	ORACLE_DAYRANK	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	ORACLE_DAYRANK	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	ORACLE_DAYRANK	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.5	ran	1828.54	0.0	1698.11	1958.97	1103.0	379.0	379	0.037	-28.02	2021.0	0.9048	
inner	E5	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.7	ran	2068.36	0.0	1945.43	2191.29	1073.0	379.0	379	0.033	-44.18	2021.0	1.0234	
inner	E5	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.8	ran	2002.35	0.0	1888.17	2116.53	892.0	379.0	379	0.034	-89.94	2021.0	0.9908	
inner	E5	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.9	ran	1826.72	0.0	1731.66	1921.78	671.0	379.0	379	0.037	25.87	2021.0	0.9039	
inner	E5	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.95	ran	1696.88	0.0	1603.05	1790.71	544.0	375.0	379	0.04	-95.95	2021.0	0.8396	
inner	E5	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.975	ran	1586.84	0.0	1492.09	1681.59	460.0	374.0	379	0.044	22.59	2021.0	0.7852	
inner	E5	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.99	ran	1491.72	0.0	1393.07	1590.36	398.0	370.0	379	0.048	-6.43	2021.0	0.7381	
inner	E5	S_XGB	CELLSOFAR	CELLSOFAR_0.8	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB	CELLSOFAR	CELLSOFAR_0.9	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB	CELLSOFAR	CELLSOFAR_0.95	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB	CELLSOFAR	CELLSOFAR_0.99	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB	DAYSOFAR	DAYSOFAR_0.5	NOT_RUN							379			2021.0		seats_daysofar: 145609 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E5	S_XGB	DAYSOFAR	DAYSOFAR_0.7	NOT_RUN							379			2021.0		seats_daysofar: 145609 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E5	S_XGB	DAYSOFAR	DAYSOFAR_0.9	NOT_RUN							379			2021.0		seats_daysofar: 145609 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E5	S_XGB	OCC_LEVEL	OCCUPANCY_0.5	NOT_RUN							379			2021.0		seats_occupancy: the TRAINING BLOCK carries no finite score (561161 rows), so the quantile reference cannot be built.  T
inner	E5	S_XGB	OCC_LEVEL	OCCUPANCY_1	NOT_RUN							379			2021.0		seats_occupancy: the TRAINING BLOCK carries no finite score (561161 rows), so the quantile reference cannot be built.  T
inner	E5	S_XGB	OCC_LEVEL	OCCUPANCY_2	NOT_RUN							379			2021.0		seats_occupancy: the TRAINING BLOCK carries no finite score (561161 rows), so the quantile reference cannot be built.  T
inner	E5	S_XGB	SECTIME	SECTIME_0.05	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB	SECTIME	SECTIME_0.1	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB	SECTIME	SECTIME_0.15	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB	SECTIME	SECTIME_0.25	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB	SECTIME	SECTIME_0.4	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB	SECTIME	SECTIME_0.6	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB	TAUZ	TAUZ_0.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB	TAUZ	TAUZ_1	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB	TAU_LEVEL	TAU_0.5	NOT_RUN							379			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (561161 rows), so tau cannot be set.  This is the defect that hid 
inner	E5	S_XGB	TAU_LEVEL	TAU_0.7	NOT_RUN							379			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (561161 rows), so tau cannot be set.  This is the defect that hid 
inner	E5	S_XGB	TAU_LEVEL	TAU_0.8	NOT_RUN							379			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (561161 rows), so tau cannot be set.  This is the defect that hid 
inner	E5	S_XGB	TAU_LEVEL	TAU_0.9	NOT_RUN							379			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (561161 rows), so tau cannot be set.  This is the defect that hid 
inner	E5	S_XGB	TAU_LEVEL	TAU_0.95	NOT_RUN							379			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (561161 rows), so tau cannot be set.  This is the defect that hid 
inner	E5	S_XGB	TAU_LEVEL	TAU_0.975	NOT_RUN							379			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (561161 rows), so tau cannot be set.  This is the defect that hid 
inner	E5	S_XGB	TAU_LEVEL	TAU_0.99	NOT_RUN							379			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (561161 rows), so tau cannot be set.  This is the defect that hid 
inner	E5	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.8	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.9	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.95	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.99	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.5	NOT_RUN							379			2021.0		seats_daysofar: 145609 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E5	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.7	NOT_RUN							379			2021.0		seats_daysofar: 145609 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E5	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.9	NOT_RUN							379			2021.0		seats_daysofar: 145609 rows were offered and NONE carries a finite score — the column has no coverage on this row set.
inner	E5	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_0.5	NOT_RUN							379			2021.0		seats_occupancy: the TRAINING BLOCK carries no finite score (561161 rows), so the quantile reference cannot be built.  T
inner	E5	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_1	NOT_RUN							379			2021.0		seats_occupancy: the TRAINING BLOCK carries no finite score (561161 rows), so the quantile reference cannot be built.  T
inner	E5	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_2	NOT_RUN							379			2021.0		seats_occupancy: the TRAINING BLOCK carries no finite score (561161 rows), so the quantile reference cannot be built.  T
inner	E5	S_XGB_DAYZ	SECTIME	SECTIME_0.05	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB_DAYZ	SECTIME	SECTIME_0.1	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB_DAYZ	SECTIME	SECTIME_0.15	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB_DAYZ	SECTIME	SECTIME_0.25	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB_DAYZ	SECTIME	SECTIME_0.4	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB_DAYZ	SECTIME	SECTIME_0.6	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB_DAYZ	TAUZ	TAUZ_0.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB_DAYZ	TAUZ	TAUZ_1	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB_DAYZ	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB_DAYZ	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB_DAYZ	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	379		0.0	2021.0	0.0	
inner	E5	S_XGB_DAYZ	TAU_LEVEL	TAU_0.5	NOT_RUN							379			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (561161 rows), so tau cannot be set.  This is the defect that hid 
inner	E5	S_XGB_DAYZ	TAU_LEVEL	TAU_0.7	NOT_RUN							379			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (561161 rows), so tau cannot be set.  This is the defect that hid 
inner	E5	S_XGB_DAYZ	TAU_LEVEL	TAU_0.8	NOT_RUN							379			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (561161 rows), so tau cannot be set.  This is the defect that hid 
inner	E5	S_XGB_DAYZ	TAU_LEVEL	TAU_0.9	NOT_RUN							379			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (561161 rows), so tau cannot be set.  This is the defect that hid 
inner	E5	S_XGB_DAYZ	TAU_LEVEL	TAU_0.95	NOT_RUN							379			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (561161 rows), so tau cannot be set.  This is the defect that hid 
inner	E5	S_XGB_DAYZ	TAU_LEVEL	TAU_0.975	NOT_RUN							379			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (561161 rows), so tau cannot be set.  This is the defect that hid 
inner	E5	S_XGB_DAYZ	TAU_LEVEL	TAU_0.99	NOT_RUN							379			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (561161 rows), so tau cannot be set.  This is the defect that hid 
inner	E6	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.8	ran	9.4	54.0	-86.05	104.84	890.2	458.8	459	0.059	-61.56	2675.0	0.0035	
inner	E6	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.9	ran	-7.04	45.47	-99.98	85.91	851.2	457.8	459	0.062	-13.64	2675.0	-0.0026	
inner	E6	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.95	ran	-12.96	38.78	-106.05	80.14	816.6	456.2	459	0.067	-42.96	2675.0	-0.0048	
inner	E6	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.99	ran	-18.62	34.25	-112.16	74.92	767.6	452.0	459	0.073	-23.53	2675.0	-0.007	
inner	E6	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.5	ran	-45.67	31.84	-140.04	48.7	925.2	459.0	459	0.056	29.38	2675.0	-0.0171	
inner	E6	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.7	ran	-13.79	30.95	-109.72	82.14	916.4	459.0	459	0.06	8.9	2675.0	-0.0052	
inner	E6	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.9	ran	22.81	46.7	-75.4	121.02	835.8	459.0	459	0.067	-29.12	2675.0	0.0085	
inner	E6	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_0.5	ran	-34.39	19.12	-102.76	33.98	403.6	368.8	459	0.178	-33.95	2675.0	-0.0129	
inner	E6	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_1	ran	-42.21	18.35	-112.51	28.09	534.0	442.6	459	0.132	-58.96	2675.0	-0.0158	
inner	E6	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_2	ran	-37.21	15.1	-116.57	42.15	548.2	447.0	459	0.129	-57.13	2675.0	-0.0139	
inner	E6	H1_DAYRANK	SECTIME	SECTIME_0.05	ran	-27.02	23.53	-115.32	61.28	749.8	453.4	459	0.076	-19.15	2675.0	-0.0101	
inner	E6	H1_DAYRANK	SECTIME	SECTIME_0.1	ran	-40.78	19.48	-125.14	43.58	694.8	444.4	459	0.081	-45.32	2675.0	-0.0152	
inner	E6	H1_DAYRANK	SECTIME	SECTIME_0.15	ran	-23.69	15.87	-100.67	53.29	633.6	426.0	459	0.084	-76.71	2675.0	-0.0089	
inner	E6	H1_DAYRANK	SECTIME	SECTIME_0.25	ran	-17.73	4.55	-80.71	45.24	480.0	363.8	459	0.126	-17.06	2675.0	-0.0066	
inner	E6	H1_DAYRANK	SECTIME	SECTIME_0.4	ran	3.36	10.99	-37.97	44.69	232.0	206.0	459	0.3	-36.15	2675.0	0.0013	
inner	E6	H1_DAYRANK	SECTIME	SECTIME_0.6	ran	5.2	3.1	-12.92	23.33	87.4	85.2	459	0.448	-9.49	2675.0	0.0019	
inner	E6	H1_DAYRANK	TAUZ	TAUZ_0.5	ran	4.33	26.92	-71.39	80.05	314.4	284.6	459	0.153	-30.57	2675.0	0.0016	
inner	E6	H1_DAYRANK	TAUZ	TAUZ_1	ran	-0.04	3.25	-6.39	6.31	6.0	5.8	459	-1.024	-2.07	2675.0	-0.0	
inner	E6	H1_DAYRANK	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	H1_DAYRANK	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	H1_DAYRANK	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	459		0.0	2675.0	0.0	
inner	E6	H1_DAYRANK	TAU_LEVEL	TAU_0.5	ran	-60.04	15.54	-148.53	28.46	912.2	459.0	459	0.068	-20.02	2675.0	-0.0224	
inner	E6	H1_DAYRANK	TAU_LEVEL	TAU_0.7	ran	-17.69	48.33	-113.34	77.96	890.8	459.0	459	0.064	-8.71	2675.0	-0.0066	
inner	E6	H1_DAYRANK	TAU_LEVEL	TAU_0.8	ran	31.17	53.91	-74.03	136.36	820.2	459.0	459	0.07	-17.35	2675.0	0.0117	
inner	E6	H1_DAYRANK	TAU_LEVEL	TAU_0.9	ran	15.17	33.29	-89.76	120.09	643.6	457.2	459	0.076	-55.84	2675.0	0.0057	
inner	E6	H1_DAYRANK	TAU_LEVEL	TAU_0.95	ran	2.89	21.02	-84.87	90.64	444.8	384.6	459	0.103	-44.8	2675.0	0.0011	
inner	E6	H1_DAYRANK	TAU_LEVEL	TAU_0.975	ran	-22.06	9.81	-85.65	41.53	238.8	225.2	459	0.18	-10.73	2675.0	-0.0082	
